PROVID,PROVNAME,PROVIDERFIRSTNAME,PROVIDERLASTNAME,PROVNPI,PROVZIPCODE,PROVTYPECODE,PROVTYPEDESC,SPECCODE,SPECDESC,SPECROLLUPCODE,SPECROLLUPDESC,IMPLIEDSPECCODE,IMPLIEDSPECDESC,RC,MEMCOUNT,PAIDAMT
330544228,"FISCH, STINE MD",,,,33243,P,,16,Obstetrics/gynecology,,,IS0037,Outpatient Care,14,5,1288.37
330491789,Provider - 330491789,,,~NULL,,~NULL,,~INV,Value not defined,,,IS0043,Rehabilitation Therapies,14,2,1287.5
330322532,Provider - 330322532,,,,07013,P,,88,Unknown supplier/provider specialty,,,,,1,1,1287
330482955,Provider - 330482955,,,,16508,P,,62,Psychologist,,,IS0004,Anesthesia,5,1,1287
330466431,Provider - 330466431,,,~NULL,,~NULL,,02,General surgery,,,IS0034,Orthopedics,1,1,1285.92
330544218,Provider - 330544218,,,,33129,F,,IS0023,Hospital,,,IS0023,Hospital,3,1,1278.47
330078096,Provider - 330078096,,,,67201,F,,59,Ambulance service supplier,,,IS0002,Ambulance,6,1,1276
330156612,Provider - 330156612,,,,78265,F,,IS0023,Hospital,,,IS0027,Mental Health,3,1,1270
1023362100,"MERCY MEDICAL CENTER, INC.",,,,15905,F,,IS0023,Hospital,,,IS0048,ICD9 - Procedures,4,1,1268.8
1023362100,"MERCY MEDICAL CENTER, INC.",,,,15905,F,,IS0023,Hospital,,,IS0026,Laboratory,76,1,1262.28
330544291,Provider - 330544291,,,,17033,F,,01,General Practice,,,IS0014,Emergency Room,3,1,1259.94
330412960,Provider - 330412960,,,,43332,F,,59,Ambulance service supplier,,,IS0002,Ambulance,6,1,1258
330353541,Provider - 330353541,,,,17033,P,,20,Orthopedic surgery,,,IS0030,Neurosurgery,1,1,1257.73
330273626,Provider - 330273626,,,,11501,P,,05,Anesthesiology,,,,,1,1,1257.08
330508863,Provider - 330508863,,,~NULL,,~NULL,,02,General surgery,,,IS0045,Surgery,2,1,1256.4
330341455,"WESTON, CAITLIN MD",,,,15213,P,,30,Diagnostic radiology,,,IS0042,Radiology,32,3,1253.4
330417952,Provider - 330417952,,,,44309,F,,70,Multi-specialty Clinic or Group,,,IS0014,Emergency Room,5,1,1248.58
330509446,Provider - 330509446,,,~NULL,,~NULL,,IS0038,Pathology,,,IS0026,Laboratory,44,1,1248.3
330544568,Provider - 330544568,,,,92262,F,,01,General Practice,,,IS0026,Laboratory,23,1,1247.89
330308382,Provider - 330308382,,,~NULL,,~NULL,,31,"Roentgenology, radiology",,,IS0000,ALL OTHERS,2,2,1240.98
1003996000,REGIONAL MEDICAL CENTER BOARD,,,,15001,F,,79,Addiction medicine,,,IS0023,Hospital,1,1,1240
330544193,Provider - 330544193,,,,60637,F,,01,General Practice,,,IS0037,Outpatient Care,20,1,1239.7
330559134,"KELLEY, DOUGLAS MD",,,,92262,P,,33,Thoracic surgery,,,IS0045,Surgery,3,1,1238.78
330333591,Provider - 330333591,,,,19611,P,,11,Internal medicine,,,IS0006,Cardiology,6,1,1230.23
330544840,"STONE, PETER MD",,,,44311,P,,26,Psychiatry,,,IS0027,Mental Health,16,1,1227.3
330331918,Provider - 330331918,,,,33136,P,,~INV,Value not defined,,,IS0049,Professional Services,12,1,1225.62
330355754,Provider - 330355754,,,,432600001,F,,AC30,Hospice,,,IS0044,Skilled Nursing Facility,2,1,1220.58
330404665,Provider - 330404665,,,,44313,P,,30,Diagnostic radiology,,,IS0042,Radiology,24,1,1219.55
330183724,Provider - 330183724,,,,02129,P,,05,Anesthesiology,,,IS0004,Anesthesia,2,1,1218.03
330354514,Provider - 330354514,,,,16201,P,,59,Ambulance service supplier,,,IS0002,Ambulance,6,1,1216.85
330489412,Provider - 330489412,,,~NULL,,~NULL,,IS0038,Pathology,,,IS0038,Pathology,4,2,1210.57
330055638,Provider - 330055638,,,,77210,F,,IS0023,Hospital,,,IS0042,Radiology,2,1,1208.2
330039174,Provider - 330039174,,,,33173,P,,20,Orthopedic surgery,,,IS0034,Orthopedics,1,1,1204.25
330294408,"PLOVER, MALLORY MD",,,~NULL,,~NULL,,37,Pediatric medicine,,,IS0026,Laboratory,22,6,1201.48
330425548,Provider - 330425548,,,,44193,F,,54,"Medical supply company (not included in 51, 52, 53)",,,IS0013,Durable Medical Equipment,6,1,1200
330473141,Provider - 330473141,,,~NULL,,~NULL,,16,Obstetrics/gynecology,,,IS0000,ALL OTHERS,2,2,1200
330544841,"KAZLAUSKAS, J.R. MD",,,,45263,F,,26,Psychiatry,,,IS0043,Rehabilitation Therapies,1,1,1197.2
330559134,"KELLEY, DOUGLAS MD",,,,33143,P,,IS0006,Cardiology,,,IS0006,Cardiology,5,1,1196.42
330014392,Provider - 330014392,,,,71201,P,,20,Orthopedic surgery,,,IS0030,Neurosurgery,9,1,1195.53
330086050,Provider - 330086050,,,,67202,F,,AC29,Home Health Care,,,IS0044,Skilled Nursing Facility,7,1,1195
330536141,Provider - 330536141,,,,98026,F,,IS0023,Hospital,,,IS0023,Hospital,1,1,1193.6
330347429,Provider - 330347429,,,,15237,P,,65,Physical Therapy,,,IS0043,Rehabilitation Therapies,62,1,1191.6
330489408,Provider - 330489408,,,~NULL,,~NULL,,IS0038,Pathology,,,IS0038,Pathology,2,1,1190.3
330346121,Provider - 330346121,,,,15219,P,,05,Anesthesiology,,,IS0004,Anesthesia,4,1,1188
330232381,Provider - 330232381,,,,37921,P,,42,Certified nurse midwife,,,IS0031,Obstetrics/Gynecology,1,1,1185.09
330305609,Provider - 330305609,,,,43430,F,,A1,Skilled Nursing Facility (SNF),,,IS0023,Hospital,1,1,1182.5
330559134,"KELLEY, DOUGLAS MD",,,,02461,F,,54,"Medical supply company (not included in 51, 52, 53)",,,IS0013,Durable Medical Equipment,2,1,1182.11
330544193,Provider - 330544193,,,,60637,F,,01,General Practice,,,IS0014,Emergency Room,1,1,1180.54
330544767,Provider - 330544767,,,,37244,F,,IS0023,Hospital,,,IS0014,Emergency Room,13,1,1180.42
330346669,Provider - 330346669,,,,15963,F,,IS0023,Hospital,,,IS0041,Pulmonary,2,1,1179.22
330492412,Provider - 330492412,,,~NULL,,~NULL,,IS0038,Pathology,,,IS0026,Laboratory,6,1,1179.2
330297720,Provider - 330297720,,,,45840,P,,92,Radiation oncology,,,IS0042,Radiology,4,1,1178.26
330392600,Provider - 330392600,,,,452631217,P,,IS0019,Gastroenterology,,,IS0019,Gastroenterology,2,1,1171.6
330544741,Provider - 330544741,,,,33136,P,,85,Maxillofacial surgery,,,IS0045,Surgery,10,1,1170.77
330048955,Provider - 330048955,,,,02241,F,,IS0023,Hospital,,,IS0037,Outpatient Care,33,2,1167.39
330498791,Provider - 330498791,,,~NULL,,~NULL,,37,Pediatric medicine,,,IS0023,Hospital,5,1,1166.88
330388305,Provider - 330388305,,,,43351,P,,90,Medical oncology,,,IS0012,Non-PBM Drug,30,1,1165.4
330544219,Provider - 330544219,,,,33176,F,,49,Ambulatory surgical center,,,IS0031,Obstetrics/Gynecology,1,1,1165.17
330276883,Provider - 330276883,,,~NULL,,~NULL,,IS0023,Hospital,,,IS0014,Emergency Room,4,1,1162.21
330544612,Provider - 330544612,,,,33323,P,,05,Anesthesiology,,,IS0029,Neurology,2,2,1160.76
330544418,Provider - 330544418,,,,37244,F,,IS0023,Hospital,,,IS0019,Gastroenterology,1,1,1157
330268535,Provider - 330268535,,,,01581,F,,72,Diagnostic laboratory,,,IS0026,Laboratory,11,1,1155
330397711,Provider - 330397711,,,,53716,F,,54,"Medical supply company (not included in 51, 52, 53)",,,IS0013,Durable Medical Equipment,28,1,1154.19
330492002,Provider - 330492002,,,~NULL,,~NULL,,IS0023,Hospital,,,IS0023,Hospital,15,1,1151.6
330418184,Provider - 330418184,,,,44107,P,,44,Infectious disease,,,IS0023,Hospital,60,1,1150.5
330258694,Provider - 330258694,,,,33176,P,,IS0038,Pathology,,,IS0026,Laboratory,88,7,1148.62
330343732,Provider - 330343732,,,,19605,P,,59,Ambulance service supplier,,,IS0002,Ambulance,2,1,1147.5
330544154,Provider - 330544154,,,,19612,F,,IS0023,Hospital,,,IS0023,Hospital,1,1,1146.46
330544626,Provider - 330544626,,,,33116,P,,29,Pulmonary disease,,,IS0023,Hospital,12,2,1145.11
330488212,Provider - 330488212,,,~NULL,,~NULL,,05,Anesthesiology,,,IS0047,Vascular Surgery,4,1,1143.93
330393288,Provider - 330393288,,,,43302,F,,49,Ambulatory surgical center,,,IS0019,Gastroenterology,1,1,1139.96
330042011,Provider - 330042011,,,,28472,P,,08,Family practice,,,IS0037,Outpatient Care,12,1,1139.61
330054322,Provider - 330054322,,,,04938,F,,IS0023,Hospital,,,IS0026,Laboratory,21,3,1136.62
330027639,Provider - 330027639,,,,33176,P,,IS0006,Cardiology,,,IS0042,Radiology,32,1,1136.48
1023362100,"MERCY MEDICAL CENTER, INC.",,,,15905,F,,IS0023,Hospital,,,IS0023,Hospital,2,1,1132.66
330464688,Provider - 330464688,,,,67201,P,,93,Emergency medicine,,,IS0002,Ambulance,5,1,1131
330544212,Provider - 330544212,,,,30384,F,,IS0023,Hospital,,,IS0042,Radiology,2,1,1130.8
330388102,Provider - 330388102,,,,43302,F,,AC29,Home Health Care,,,IS0021,Home Care,9,1,1129.68
330228144,Provider - 330228144,,,,37995,P,,02,General surgery,,,IS0045,Surgery,1,1,1126.23
330544652,"AVALLON, LAURA MD",,,,60611,P,,11,Internal medicine,,,IS0007,Cardiothoracic Surgery,25,1,1126.04
330384108,Provider - 330384108,,,,33176,P,,93,Emergency medicine,,,IS0014,Emergency Room,5,4,1124.02
330383399,Provider - 330383399,,,,33176,P,,37,Pediatric medicine,,,IS0024,Immunizations,26,1,1123.92
330544228,"FISCH, STINE MD",,,,33176,P,,16,Obstetrics/gynecology,,,IS0031,Obstetrics/Gynecology,2,1,1122.87
330036566,Provider - 330036566,,,,06510,P,,25,Physical medicine and rehabilitation,,,IS0043,Rehabilitation Therapies,55,1,1120
330559134,"KELLEY, DOUGLAS MD",,,,17033,P,,05,Anesthesiology,,,,,1,1,1118.25
330544617,"LEGGETT, VIDIT MD",,,,33176,P,,04,Otolaryngology,,,IS0016,ENT,7,1,1114.93
330014153,Provider - 330014153,,,,02241,F,,IS0023,Hospital,,,IS0049,Professional Services,6,1,1113.42
330307396,Provider - 330307396,,,~NULL,,~NULL,,IS0030,Neurosurgery,,,IS0016,ENT,1,1,1113
330307394,Provider - 330307394,,,~NULL,,~NULL,,IS0030,Neurosurgery,,,IS0045,Surgery,2,1,1108.01
330167847,Provider - 330167847,,,,77036,P,,30,Diagnostic radiology,,,IS0042,Radiology,12,1,1108
330544851,"CRAIG, JOY MD",,,,15213,F,,IS0023,Hospital,,,IS0012,Non-PBM Drug,5,1,1106.51
330510836,Provider - 330510836,,,~NULL,,~NULL,,AC36,Neonatology,,,IS0016,ENT,3,3,1100.88
330326264,Provider - 330326264,,,,07757,F,,IS0023,Hospital,,,IS0023,Hospital,1,1,1100
330332567,Provider - 330332567,,,,16601,F,,IS0023,Hospital,,,IS0019,Gastroenterology,29,1,1100
330064131,Provider - 330064131,,,,55440,F,,IS0023,Hospital,,,IS0007,Cardiothoracic Surgery,4,1,1100
330188950,Provider - 330188950,,,,33310,P,,IS0006,Cardiology,,,IS0006,Cardiology,3,1,1100
330152594,Provider - 330152594,,,,37923,P,,16,Obstetrics/gynecology,,,IS0031,Obstetrics/Gynecology,1,1,1097.88
330347210,Provider - 330347210,,,,16127,F,,IS0023,Hospital,,,IS0000,ALL OTHERS,20,1,1096.63
1013957000,BILLINGS CLINIC,,,~NULL,,~NULL,,IS0006,Cardiology,,,IS0023,Hospital,4,2,1093.56
330405636,Provider - 330405636,,,,44310,P,,20,Orthopedic surgery,,,IS0034,Orthopedics,3,1,1093.51
330498597,Provider - 330498597,,,,60564,P,,65,Physical Therapy,,,IS0043,Rehabilitation Therapies,40,1,1088.1
330031849,Provider - 330031849,,,,30353,F,,IS0023,Hospital,,,IS0000,ALL OTHERS,2,1,1084.22
330268263,Provider - 330268263,,,,06525,F,,97,Physician Assistant (PA),,,IS0034,Orthopedics,4,1,1080.38
330205566,Provider - 330205566,,,,33173,P,,11,Internal medicine,,,IS0023,Hospital,10,3,1080
330241760,Provider - 330241760,,,,45263,P,,AC30,Hospice,,,IS0023,Hospital,38,2,1080
330028017,Provider - 330028017,,,,33146,P,,05,Anesthesiology,,,IS0004,Anesthesia,2,1,1079.7
330489801,Provider - 330489801,,,~NULL,,~NULL,,~INV,Value not defined,,,IS0002,Ambulance,1,1,1078.2
330544840,"STONE, PETER MD",,,,44308,F,,IS0023,Hospital,,,IS0026,Laboratory,52,2,1077.68
330160995,Provider - 330160995,,,,85072,F,,30,Diagnostic radiology,,,IS0042,Radiology,2,1,1075.29
330544210,Provider - 330544210,,,,33143,F,,IS0023,Hospital,,,IS0019,Gastroenterology,1,1,1073.96
330297711,Provider - 330297711,,,~NULL,,~NULL,,IS0019,Gastroenterology,,,IS0019,Gastroenterology,3,1,1069.54
330305609,Provider - 330305609,,,,43430,F,,A1,Skilled Nursing Facility (SNF),,,IS0043,Rehabilitation Therapies,2,1,1069.23
330361627,"FRENCH, AMANDA MD",,,~NULL,,~NULL,,08,Family practice,,,IS0037,Outpatient Care,13,4,1068.3
330332567,Provider - 330332567,,,,16601,F,,IS0023,Hospital,,,IS0034,Orthopedics,72,1,1068
330544838,"MUSACCHIO, ANTHONY MD",,,,43271,F,,IS0023,Hospital,,,IS0023,Hospital,4,2,1068
330319896,Provider - 330319896,,,,08050,F,,IS0023,Hospital,,,IS0045,Surgery,40,1,1068
330011160,Provider - 330011160,,,,53278,F,,IS0023,Hospital,,,IS0023,Hospital,2,1,1068
330544214,Provider - 330544214,,,,33157,P,,93,Emergency medicine,,,IS0014,Emergency Room,3,3,1066.65
330425954,Provider - 330425954,,,,43452,F,,01,General Practice,,,IS0047,Vascular Surgery,4,1,1060.24
330218936,Provider - 330218936,,,,04938,P,,37,Pediatric medicine,,,IS0037,Outpatient Care,15,1,1060.14
330491051,Provider - 330491051,,,~NULL,,~NULL,,~INV,Value not defined,,,IS0022,Hospice Care,10,1,1058.76
330559134,"KELLEY, DOUGLAS MD",,,,04102,P,,16,Obstetrics/gynecology,,,IS0031,Obstetrics/Gynecology,1,1,1058.68
330217969,Provider - 330217969,,,,67201,P,,05,Anesthesiology,,,IS0004,Anesthesia,1,1,1056
330374462,Provider - 330374462,,,,44304,P,,29,Pulmonary disease,,,IS0023,Hospital,6,1,1055.2
330348247,Provider - 330348247,,,,16544,P,,30,Diagnostic radiology,,,IS0042,Radiology,25,1,1052.3
330508002,Provider - 330508002,,,~NULL,,~NULL,,11,Internal medicine,,,IS0006,Cardiology,19,8,1051.38
330544625,Provider - 330544625,,,,33143,P,,16,Obstetrics/gynecology,,,IS0042,Radiology,6,3,1050.02
330356723,Provider - 330356723,,,,672061262,P,,25,Physical medicine and rehabilitation,,,IS0023,Hospital,11,1,1050
330259320,Provider - 330259320,,,,04102,P,,16,Obstetrics/gynecology,,,IS0042,Radiology,8,1,1044.34
330479843,Provider - 330479843,,,,16602,P,,49,Ambulatory surgical center,,,IS0023,Hospital,89,1,1042.85
330509797,Provider - 330509797,,,~NULL,,~NULL,,93,Emergency medicine,,,IS0014,Emergency Room,1,1,1040.4
330259318,Provider - 330259318,,,,04102,P,,16,Obstetrics/gynecology,,,IS0031,Obstetrics/Gynecology,1,1,1039.72
330346255,Provider - 330346255,,,,16544,P,,21,"Pathologic anatomy, clinical pathology(osteopaths only)",,,IS0038,Pathology,7,1,1039.4
330351338,Provider - 330351338,,,,15251,P,,49,Ambulatory surgical center,,,IS0035,Other Supplies,14,1,1038.88
330300267,Provider - 330300267,,,,67201,P,,72,Diagnostic laboratory,,,IS0026,Laboratory,172,1,1035
330351415,Provider - 330351415,,,,15317,F,,IS0023,Hospital,,,IS0042,Radiology,8,1,1034.9
330404626,Provider - 330404626,,,,44193,P,,30,Diagnostic radiology,,,IS0042,Radiology,56,1,1032.11
330544614,Provider - 330544614,,,,32886,P,,05,Anesthesiology,,,IS0004,Anesthesia,4,2,1032
330544622,Provider - 330544622,,,,33143,P,,93,Emergency medicine,,,IS0000,ALL OTHERS,33,1,1031
330387510,Provider - 330387510,,,,27103,P,,30,Diagnostic radiology,,,IS0045,Surgery,1,1,1029.5
330458067,Provider - 330458067,,,,43220,F,,49,Ambulatory surgical center,,,IS0034,Orthopedics,6,1,1027.8
330176001,Provider - 330176001,,,,33024,P,,IS0006,Cardiology,,,IS0006,Cardiology,10,1,1025
330347210,Provider - 330347210,,,,16127,F,,IS0023,Hospital,,,IS0023,Hospital,2,1,1024
330552219,"CARFORA, ANNE MD",,,,43271,~NULL,,IS0023,Hospital,,,IS0047,Vascular Surgery,1,1,1024
330031528,Provider - 330031528,,,,14048,P,,IS0023,Hospital,,,IS0023,Hospital,1,1,1024
330544839,"LEON, AUDREY MD",,,,43271,F,,01,General Practice,,,IS0019,Gastroenterology,3,1,1020.03
330407053,Provider - 330407053,,,,44305,P,,08,Family practice,,,IS0027,Mental Health,14,1,1019.02
1033135900,"CRAVENS MEDICAL CENTER, PLLC",,,~NULL,,~NULL,,IS0029,Neurology,,,IS0023,Hospital,4,2,1017.9
330356110,Provider - 330356110,,,~NULL,,~NULL,,11,Internal medicine,,,IS0037,Outpatient Care,16,2,1017.63
330544772,"VIVIANO, ALEJANDRA MD",,,,37909,P,,08,Family practice,,,IS0037,Outpatient Care,9,1,1014.01
330508863,Provider - 330508863,,,~NULL,,~NULL,,02,General surgery,,,IS0011,Dermatology,4,1,1012.5
1396752200,"BENEFIS HOSPITALS, INC",,,,67201,P,,16,Obstetrics/gynecology,,,IS0031,Obstetrics/Gynecology,1,1,1011.22
1003910100,ST CHARLES MEDICAL CLINIC PLC,,,~NULL,,~NULL,,16,Obstetrics/gynecology,,,IS0042,Radiology,25,2,1010.06
330544291,Provider - 330544291,,,,17033,F,,01,General Practice,,,IS0023,Hospital,1,1,1006.85
330032741,Provider - 330032741,,,,78704,F,,59,Ambulance service supplier,,,IS0002,Ambulance,5,1,1005.9
330544209,Provider - 330544209,,,,33176,F,,IS0023,Hospital,,,IS0000,ALL OTHERS,12,1,1005.45
330544291,Provider - 330544291,,,,17033,F,,01,General Practice,,,IS0035,Other Supplies,6,1,1005.35
330390822,Provider - 330390822,,,,452634851,P,,11,Internal medicine,,,IS0023,Hospital,10,1,1004.56
330492422,Provider - 330492422,,,~NULL,,~NULL,,83,Hematology/oncology,,,IS0037,Outpatient Care,3,1,1000
330551280,Provider - 330551280,,,1891722377,25438,F,,~INV,Value not defined,,,IS0026,Laboratory,12,1,999.24
330244162,Provider - 330244162,,,,64184,F,,49,Ambulatory surgical center,,,IS0045,Surgery,1,1,996.8
330511020,Provider - 330511020,,,~NULL,,~NULL,,05,Anesthesiology,,,IS0004,Anesthesia,1,1,994.55
330341455,"WESTON, CAITLIN MD",,,,15213,P,,20,Orthopedic surgery,,,IS0045,Surgery,5,1,993.64
330544616,Provider - 330544616,,,,32891,P,,30,Diagnostic radiology,,,IS0042,Radiology,30,4,993.28
330343503,Provider - 330343503,,,,44101,P,,AC43,Massage Therapy,,,IS0023,Hospital,8,1,992.79
330511724,Provider - 330511724,,,~NULL,,~NULL,,05,Anesthesiology,,,IS0004,Anesthesia,1,1,987.84
330345656,Provider - 330345656,,,,16201,F,,IS0023,Hospital,,,IS0045,Surgery,1,1,987.77
330028465,Provider - 330028465,,,,78705,P,,05,Anesthesiology,,,IS0004,Anesthesia,8,1,987.48
330014392,Provider - 330014392,,,,71201,P,,20,Orthopedic surgery,,,IS0034,Orthopedics,4,1,987.45
330490639,Provider - 330490639,,,~NULL,,~NULL,,IS0023,Hospital,,,IS0003,Ambulatory Services,1,1,985.6
330490639,Provider - 330490639,,,~NULL,,~NULL,,IS0023,Hospital,,,IS0041,Pulmonary,6,1,985.6
330066191,Provider - 330066191,,,,02241,F,,IS0023,Hospital,,,IS0042,Radiology,2,1,982.8
330544616,Provider - 330544616,,,,33134,P,,30,Diagnostic radiology,,,IS0023,Hospital,12,1,980.22
330544839,"LEON, AUDREY MD",,,,44304,F,,01,General Practice,,,IS0027,Mental Health,8,1,977.01
330426201,Provider - 330426201,,,,44241,F,,59,Ambulance service supplier,,,IS0002,Ambulance,4,1,976.36
330114339,Provider - 330114339,,,,33125,P,,77,Vascular surgery,,,IS0047,Vascular Surgery,2,1,975.18
1023362100,"MERCY MEDICAL CENTER, INC.",,,,15905,F,,IS0023,Hospital,,,IS0035,Other Supplies,7,1,973.15
330232520,Provider - 330232520,,,,33155,F,,AC29,Home Health Care,,,IS0021,Home Care,2,1,970
330154514,Provider - 330154514,,,,33133,P,,IS0029,Neurology,,,IS0026,Laboratory,13,1,969.6
330307100,Provider - 330307100,,,,19605,P,,11,Internal medicine,,,IS0037,Outpatient Care,11,1,965.47
330544418,Provider - 330544418,,,,37244,F,,IS0023,Hospital,,,IS0026,Laboratory,4,1,962
330544213,"OLEARY, DARIA MD",,,,33155,F,,IS0023,Hospital,,,IS0042,Radiology,19,1,962
330544841,"KAZLAUSKAS, J.R. MD",,,,43260,F,,01,General Practice,,,IS0034,Orthopedics,12,1,961.2
330261692,Provider - 330261692,,,~NULL,,~NULL,,08,Family practice,,,IS0023,Hospital,10,1,960.92
330498791,Provider - 330498791,,,~NULL,,~NULL,,83,Hematology/oncology,,,IS0037,Outpatient Care,6,1,956.55
330009833,Provider - 330009833,,,,02906,P,,05,Anesthesiology,,,IS0004,Anesthesia,2,1,956.25
330346863,Provider - 330346863,,,,15905,P,,11,Internal medicine,,,IS0006,Cardiology,10,1,954.1
330305083,Provider - 330305083,,,~NULL,,~NULL,,IS0038,Pathology,,,IS0038,Pathology,5,2,950.04
330345942,Provider - 330345942,,,,15243,F,,IS0023,Hospital,,,IS0042,Radiology,2,1,949.38
330259060,Provider - 330259060,,,,04072,F,,08,Family practice,,,IS0043,Rehabilitation Therapies,22,1,949.3
330268535,Provider - 330268535,,,~NULL,,~NULL,,IS0038,Pathology,,,IS0026,Laboratory,23,2,948.86
330544211,Provider - 330544211,,,,33033,F,,IS0023,Hospital,,,IS0006,Cardiology,4,1,948
330333018,Provider - 330333018,,,,17011,F,,IS0023,Hospital,,,IS0005,Blood Bank,48,1,947.64
330312214,Provider - 330312214,,,~NULL,,~NULL,,25,Physical medicine and rehabilitation,,,IS0023,Hospital,13,2,945.73
330087691,Provider - 330087691,,,,67201,P,,05,Anesthesiology,,,IS0004,Anesthesia,2,1,945
330381194,Provider - 330381194,,,~NULL,,~NULL,,02,General surgery,,,IS0011,Dermatology,3,1,945
330388305,Provider - 330388305,,,,43351,P,,90,Medical oncology,,,IS0037,Outpatient Care,20,1,941.23
330334512,Provider - 330334512,,,,17403,P,,17,"Ophthalmology, Otology, Laryngology, Rhinology (Osteopaths only)",,,IS0001,Allergy,42,1,940.66
330551280,Provider - 330551280,,,1891722377,25438,F,,~INV,Value not defined,,,IS0042,Radiology,3,1,940.56
330246498,Provider - 330246498,,,,80863,F,,IS0023,Hospital,,,IS0026,Laboratory,4,1,940.46
330544841,"KAZLAUSKAS, J.R. MD",,,,45263,F,,26,Psychiatry,,,IS0023,Hospital,1,1,938.01
1043348600,"CLINICAL NEUROPSYCHOLOGICAL SERVICES, INC.",,,,43214,P,,98,Gynecologist/oncologist,,,IS0045,Surgery,2,1,937.27
330411520,Provider - 330411520,,,,44870,P,,20,Orthopedic surgery,,,IS0012,Non-PBM Drug,12,1,936.62
330321046,Provider - 330321046,,,,33156,P,,IS0006,Cardiology,,,IS0006,Cardiology,1,1,935
330492787,Provider - 330492787,,,~NULL,,~NULL,,IS0038,Pathology,,,IS0038,Pathology,5,1,928.8
330410214,Provider - 330410214,,,,44307,P,,93,Emergency medicine,,,IS0014,Emergency Room,7,1,927.08
330353667,Provider - 330353667,,,,15904,P,,30,Diagnostic radiology,,,IS0042,Radiology,3,1,925.65
330154664,Provider - 330154664,,,,39181,F,,IS0023,Hospital,,,IS0014,Emergency Room,4,1,925
330544788,"JOSWIAK, MELLISA MD",,,,44106,F,,01,General Practice,,,IS0043,Rehabilitation Therapies,19,1,921.9
330393679,Provider - 330393679,,,,43302,F,,72,Diagnostic laboratory,,,IS0026,Laboratory,92,2,919.94
330554776,Provider - 330554776,,,1912009812,02241,F,,59,Ambulance service supplier,,,IS0002,Ambulance,2,1,919.2
330262407,Provider - 330262407,,,,44221,P,,11,Internal medicine,,,IS0023,Hospital,21,1,918.16
330453664,Provider - 330453664,,,~NULL,,~NULL,,11,Internal medicine,,,IS0023,Hospital,5,1,917.41
330343520,Provider - 330343520,,,,16602,F,,IS0023,Hospital,,,IS0043,Rehabilitation Therapies,106,1,916.9
330544154,Provider - 330544154,,,,19612,F,,IS0023,Hospital,,,IS0006,Cardiology,4,1,915.09
330544212,Provider - 330544212,,,,33146,F,,IS0023,Hospital,,,IS0026,Laboratory,33,2,914.4
330246498,Provider - 330246498,,,,80863,F,,IS0023,Hospital,,,IS0014,Emergency Room,2,1,912
330507971,Provider - 330507971,,,~NULL,,~NULL,,16,Obstetrics/gynecology,,,IS0042,Radiology,6,1,909.27
330335890,Provider - 330335890,,,,19610,P,,29,Pulmonary disease,,,IS0041,Pulmonary,8,1,908.68
330544622,Provider - 330544622,,,,33143,P,,93,Emergency medicine,,,IS0014,Emergency Room,16,4,907.35
330054322,Provider - 330054322,,,,04938,F,,IS0023,Hospital,,,IS0014,Emergency Room,5,2,906.78
330544775,Provider - 330544775,,,,44193,F,,IS0023,Hospital,,,IS0026,Laboratory,4,1,906.5
330487871,Provider - 330487871,,,~NULL,,~NULL,,IS0023,Hospital,,,IS0014,Emergency Room,5,1,904.01
330544635,Provider - 330544635,,,,32886,P,,93,Emergency medicine,,,IS0014,Emergency Room,2,1,900
330259086,Provider - 330259086,,,,04102,F,,IS0023,Hospital,,,IS0035,Other Supplies,2,1,898.62
330099429,Provider - 330099429,,,,02129,P,,16,Obstetrics/gynecology,,,IS0042,Radiology,4,1,897.48
330544213,"OLEARY, DARIA MD",,,,33155,F,,IS0023,Hospital,,,IS0014,Emergency Room,3,1,896.5
330096770,Provider - 330096770,,,,95404,P,,IS0009,Chiropractic,,,IS0043,Rehabilitation Therapies,86,1,896
330544736,Provider - 330544736,,,,30384,P,,83,Hematology/oncology,,,IS0023,Hospital,9,1,894
330544837,"MAGANA, BONNIE MD",,,,44307,F,,IS0023,Hospital,,,IS0047,Vascular Surgery,2,1,893.78
330544127,Provider - 330544127,,,,90048,F,,01,General Practice,,,IS0026,Laboratory,8,1,892.97
330216918,Provider - 330216918,,,,30914,P,,05,Anesthesiology,,,IS0004,Anesthesia,1,1,892.8
330307394,Provider - 330307394,,,~NULL,,~NULL,,IS0030,Neurosurgery,,,IS0023,Hospital,3,2,891.7
330510642,Provider - 330510642,,,~NULL,,~NULL,,16,Obstetrics/gynecology,,,IS0037,Outpatient Care,8,5,891.28
330039174,Provider - 330039174,,,,33173,P,,20,Orthopedic surgery,,,IS0043,Rehabilitation Therapies,27,1,889.61
330332801,Provider - 330332801,,,,17405,F,,IS0023,Hospital,,,IS0042,Radiology,1,1,888.73
330244008,Provider - 330244008,,,,30901,P,,28,Colorectal surgery,,,IS0019,Gastroenterology,5,1,887.89
330544198,"LEWIS, NOAH MD",,,1376521575,606945009,F,,~NULL,Field empty,,,,,9,1,886.29
330355227,Provider - 330355227,,,~NULL,,~NULL,,IS0006,Cardiology,,,IS0037,Outpatient Care,4,4,885.79
330359004,Provider - 330359004,,,,44223,F,,01,General Practice,,,IS0014,Emergency Room,1,1,884.7
330444749,Provider - 330444749,,,~NULL,,~NULL,,IS0038,Pathology,,,IS0026,Laboratory,57,1,880.4
